"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"EML1",992.300704011149,-2.22284971823454,0.312872835607114,-7.10464273423167,1.20634189872238e-12,4.53699822173528e-11
"ACSM2B",2.14898236064172,-2.68987385589495,0.841790278912757,-3.19542043104744,0.00139627277629082,0.00559830875262408
"KLF6",16786.3993857837,-2.55935762177677,0.403063895736462,-6.34975657420372,2.1565590285521e-10,5.29947105089514e-09
"MAOB",1465.33396101534,-2.56795277205927,0.410470386455199,-6.2561218952626,3.94668316699714e-10,9.14708934206881e-09
"TGFBR3",2415.52650098299,-3.3124173043651,0.405888411582844,-8.16090632262118,3.32519990823487e-16,2.44874157113206e-14
"FGF10",204.974263080752,-2.68445501661049,0.850793924512158,-3.15523529173031,0.00160368716635011,0.0062839983385868
"ST6GALNAC2",212.120624651623,-3.10192441089605,0.522816154468906,-5.93310743055958,2.97254206816055e-09,5.68819470863682e-08
"PTPN21",2215.26422588631,-3.06000209812354,0.300878361817317,-10.1702298551515,2.69272479296373e-24,7.31812074982964e-22
"LMCD1",3261.77371799352,-2.67021489773374,0.329619082006309,-8.10091115320392,5.45490788535045e-16,3.86739416505172e-14
"CDH19",105.188127072527,-2.04254711701118,0.858033956988498,-2.38049683275946,0.0172893096650201,0.0455418990105098
"LIMS2",2567.04958372914,-3.22707309552962,0.341977210432158,-9.43651505739682,3.85383904117683e-21,6.42184609277562e-19
"TRHDE",202.386759691529,-3.53230121825397,0.575418797626535,-6.13866149806692,8.32196821185132e-10,1.77885966580856e-08
"CD5L",73.7657248041354,-3.51967813953032,0.695491856694983,-5.06070359508742,4.17712152441333e-07,4.77274811215375e-06
"PTGS2",3686.64162939476,-2.17786755346797,0.497276165689879,-4.37959368200682,1.18900798382225e-05,8.97614525882217e-05
"ATP12A",58.1564813173899,-2.54794638831566,0.881975750420632,-2.88890753186864,0.00386582734634436,0.0132016413597151
"FBLN1",9740.1912418904,-2.62166601712753,0.374926555426121,-6.99247887135625,2.70071196662928e-12,9.47074554319199e-11
"ITGA8",1849.53747005739,-3.11670612677326,0.38227745886584,-8.1529947803359,3.55020941194885e-16,2.60603635580001e-14
"LAMP3",16021.4403286943,-2.75092740645944,0.533866605746962,-5.15283663905231,2.56575462042276e-07,3.09913292220271e-06
"EDN1",2599.81459352143,-3.371457273033,0.471884709974397,-7.14466309623791,9.02168830473101e-13,3.49078173404583e-11
"ADCYAP1R1",56.1206952757603,-2.6601028323925,0.592995359738498,-4.48587461724078,7.26154369742358e-06,5.8785028747689e-05
"ITM2A",2335.29854625674,-2.80845194027144,0.410849638382282,-6.83571720138225,8.15957675820516e-12,2.59435902246609e-10
"TNS1",25133.8095470341,-2.49064140757753,0.408259802274822,-6.1006285549047,1.0565216939118e-09,2.19866305836942e-08
"DNAAF6",50.7920241666834,-2.43433740190358,0.994150863319432,-2.44865994862733,0.0143388749737257,0.0389971618745751
"CPB2",1162.20787559139,-3.4499713036117,0.750807367228891,-4.59501525184147,4.32717617085186e-06,3.75323346521189e-05
"CACNA1S",35.2317396468834,-2.56791398461702,0.712706109430221,-3.60304752637797,0.000314507995639968,0.00157729872517079
"PKP1",318.644784218324,-2.50793801755651,0.570103587977134,-4.39909179743156,1.08704840855612e-05,8.30251860787139e-05
"PGR",233.954420807196,-2.32615404021716,0.433187989987858,-5.36984887388583,7.88026510482889e-08,1.07788239711287e-06
"SLCO1A2",387.477741663975,-2.67290196922673,1.05163136826093,-2.54167196785588,0.0110323659921051,0.0314665021531443
"CASS4",698.692227981899,-2.56493748681217,0.419407030592664,-6.11562825541493,9.61772932597925e-10,2.02923422165231e-08
"REM1",75.3100194329145,-3.12892703243287,0.420335865102874,-7.4438735596999,9.7775087588403e-14,4.53680381007247e-12
"F11",223.3111260472,-3.21400054440138,0.65540018825988,-4.9038749179104,9.39643366875333e-07,9.79396823717662e-06
"NOS1",241.635507747972,-4.37174515492699,0.479577714890871,-9.11582214766129,7.8076221445955e-20,1.07373618035525e-17
"LTBP4",10795.6883438484,-2.67314662602247,0.412759516334803,-6.47628103104518,9.40108796957106e-11,2.48399811640437e-09
"P3H2",2796.14778332896,-2.74141609468128,0.539169886218769,-5.08451262719251,3.68571249157584e-07,4.27763754296822e-06
"IL5RA",172.641891250129,-2.94292284653856,0.601840775817457,-4.88986948838969,1.00902855360793e-06,1.0456247321977e-05
"CMA1",13.2694343654286,-2.88769954376602,0.63362310684258,-4.55744039726672,5.1780777745021e-06,4.37816064867068e-05
"JPH4",120.880202548047,-2.32923457744898,0.221045840117549,-10.537337306191,5.81212121793267e-26,1.84284604561368e-23
"TGM1",277.150397665875,-3.09242563585028,0.324670161039111,-9.52482244119055,1.65324299722407e-21,2.81655853609166e-19
"SEMA6A",1102.15747730163,-2.56840106869055,0.447497990539,-5.73946950152105,9.4973584378539e-09,1.62165441868188e-07
"FMO2",7086.5359328919,-4.15713843312936,0.357033729321554,-11.6435453900361,2.47508586988175e-31,1.66187456833913e-28
"SH2D3C",1923.1725894436,-2.66950099471554,0.292515840619804,-9.1260048996294,7.10737794764367e-20,9.83359582828832e-18
"CRTAC1",3040.41527591934,-4.04982942238843,0.399592257278883,-10.1349046399615,3.86750742848559e-24,1.00331053505565e-21
"TPSD1",110.597272629508,-2.87926415861053,0.815935445344008,-3.52878916468276,0.000417465581628297,0.00201999189550496
"PGC",9026.61991308334,-3.44800988747214,0.697140103747076,-4.94593535637865,7.57791052914822e-07,8.08771012014608e-06
"PALMD",1391.63102781573,-2.29921617120738,0.418738563639493,-5.49081544155762,4.00082251839038e-08,5.8736191171919e-07
"IGFALS",97.9343197224743,-2.19752641673522,0.354868389022727,-6.19251103990127,5.92132008258435e-10,1.30103769167775e-08
"GADD45B",5759.74670347841,-2.49437764035628,0.428061961727854,-5.82714154345279,5.63847880557968e-09,1.01116129342167e-07
"SUSD2",14040.7861821286,-3.50125474540588,0.431903499124216,-8.10656721352218,5.20699199076541e-16,3.72634545947284e-14
